"id","trt10","analysis","latitude","longitude","property_type","review_scores_rating","review_scores_location","number_of_reviews"
1768239,17101,"haight ashbury",37.7635722415338,-122.445811712183,"Condominium",99,10,37
1774026,20700,"mission",37.7556458317117,-122.424103452749,"Apartment",93,10,80
1777429,20600,"castro/upper market",37.7570003874914,-122.426878486139,"House",93,10,8
1778650,47801,"outer richmond",37.7749856768904,-122.489065809363,"Guest suite",92,9,50
1798744,12202,"tenderloin",37.7856944258661,-122.42126705027,"Condominium",NA,NA,0
1803219,21100,"noe valley",37.7528838916105,-122.428173495041,"Apartment",96,10,79
1807012,20900,"mission",37.7500813451255,-122.41840931235,"Apartment",100,10,23
1807493,17802,"south of market",37.7791319965945,-122.40463682808,"Condominium",93,8,103
1810486,16801,"hayes valley",37.773333154128,-122.43219701569,"Apartment",93,10,66
1814061,21000,"mission",37.7511016111556,-122.42414324141,"Guest suite",100,10,12
1815551,21400,"noe valley",37.7504487762959,-122.42785257418,"Apartment",98,10,218
1821543,13400,"pacific heights",37.7905886563821,-122.438841189019,"Apartment",100,10,14
1827638,20200,"mission",37.7694928469302,-122.42543030947,"Apartment",100,10,1
1827653,15700,"lone mountain/usf",37.7779398420618,-122.445115590733,"House",99,10,195
1830541,45200,"inner richmond",37.7784481353189,-122.46892727447,"Guest suite",97,10,237
1844877,22704,"potrero hill",37.7616455023996,-122.404423356293,"Apartment",98,9,92
1847664,15600,"lone mountain/usf",37.7752744324885,-122.454746573541,"Guest suite",95,10,84
1855096,22600,"potrero hill",37.764578681656,-122.393353672294,"Apartment",99,10,269
1857226,21700,"glen park",37.7356425998156,-122.440854127922,"House",93,9,54
1861344,18000,"south of market",37.7781373345767,-122.397695703205,"Serviced apartment",100,10,7
1864390,16300,"hayes valley",37.7765653066415,-122.428833094,"Apartment",96,9,141
1865406,16100,"western addition",37.7777523619175,-122.43321193174,"Apartment",82,9,28
1881223,20700,"mission",37.7598583470818,-122.422153130427,"Apartment",100,10,18
1885057,17101,"haight ashbury",37.7682740591272,-122.445055047027,"Apartment",85,9,4
1886260,16300,"hayes valley",37.7764650939812,-122.430960431191,"Loft",97,10,46
1887206,61000,"bayview hunters point",37.7187472958451,-122.395483420599,"House",96,8,11
1898486,21500,"noe valley",37.7444968222778,-122.42717971618,"House",99,10,98
1906323,21100,"noe valley",37.752056206106,-122.430092206985,"House",100,10,20
1907229,15300,"pacific heights",37.7863661220369,-122.437929641385,"House",95,10,124
1907252,25401,"bernal heights",37.7393462947675,-122.421274053776,"House",100,10,2
1909613,20200,"mission",37.7643128773697,-122.424475902943,"Apartment",100,10,5
1913043,61500,"financial district/south beach",37.7882988618963,-122.391513703419,"Condominium",100,10,29
1914841,15801,"western addition",37.7801722662529,-122.437708199583,"Apartment",94,9,108
1919372,16400,"hayes valley",37.7757000873919,-122.43847173013,"Apartment",98,10,309
1919829,30700,"west of twin peaks",37.7364096341195,-122.444378558079,"House",98,10,25
1920033,30102,"inner sunset",37.7538900980438,-122.458017055078,"House",97,10,501
1925206,25900,"portola",37.7219829035956,-122.407576713417,"House",96,9,91
1925714,61100,"chinatown",37.7972263718129,-122.401130192848,"Apartment",97,10,33
1926253,26003,"excelsior",37.7224843402025,-122.427787649033,"Guest suite",96,8,131
1931459,13500,"pacific heights",37.7918789349761,-122.43205291091,"Apartment",99,10,64
1931788,20900,"mission",37.7516797612329,-122.419792350718,"Apartment",98,10,96
1931937,47802,"outer richmond",37.7815640854069,-122.49442445483,"Apartment",94,10,67
1932019,30301,"inner sunset",37.7556160076136,-122.46805323292,"Guesthouse",99,10,101
1937575,22801,"mission",37.757704881374,-122.408411434717,"Apartment",95,9,19
1940496,22902,"mission",37.748659860264,-122.411192096622,"Apartment",100,10,69
1944564,17700,"mission",37.7642875938181,-122.412755350059,"Loft",100,10,163
1949446,20500,"castro/upper market",37.7587119127442,-122.437316374243,"House",99,10,48
1954514,16900,"castro/upper market",37.7635935315814,-122.434554149696,"Condominium",95,10,78
1954525,42602,"outer richmond",37.7808462447799,-122.472934166613,"House",93,10,119
1959880,25200,"bernal heights",37.7399786375343,-122.412713091662,"Apartment",95,10,96
1967457,25200,"bernal heights",37.7397117095906,-122.415902918235,"Cabin",98,10,124
1970756,25401,"bernal heights",37.7400364693893,-122.420835687459,"Apartment",88,9,23
1975404,16700,"haight ashbury",37.7719074950239,-122.43917826992,"Condominium",98,10,86
1979461,61500,"financial district/south beach",37.7882326673318,-122.389863335934,"Condominium",100,10,12
1984709,35100,"sunset/parkside",37.7626087433739,-122.501462385533,"Apartment",98,9,294
1985338,25200,"bernal heights",37.7393944635755,-122.416356585266,"House",96,10,150
1989997,16700,"haight ashbury",37.7727210253599,-122.439729980496,"Apartment",98,10,247
1992217,21100,"noe valley",37.7561898634705,-122.428809299442,"House",98,10,286
1995487,20800,"mission",37.759935374788,-122.421377245683,"Loft",99,10,480
2001534,25401,"bernal heights",37.7400055090834,-122.422191754945,"Apartment",96,10,5
2007101,17802,"south of market",37.7801890904964,-122.406009010983,"Condominium",93,9,26
2011311,22902,"mission",37.7496713503204,-122.411030146712,"Townhouse",84,9,23
2016198,35300,"sunset/parkside",37.7457534599255,-122.500322766685,"House",93,9,257
2020034,61000,"bayview hunters point",37.7128643914593,-122.393730366672,"House",NA,NA,0
2020393,20100,"mission",37.7695258717664,-122.421780793452,"Apartment",96,9,41
2023326,40200,"inner richmond",37.7834164125119,-122.469411569135,"House",100,9,4
2026910,16500,"lone mountain/usf",37.7739981479516,-122.453091112081,"Apartment",99,10,111
2031532,15802,"western addition",37.7779663500191,-122.43791808092,"Condominium",99,10,30
2042095,31100,"west of twin peaks",37.7328527164123,-122.442348873983,"House",97,9,234
2046552,17101,"haight ashbury",37.7691334956062,-122.445603355134,"House",99,10,40
2046807,20800,"mission",37.7604587608279,-122.419043808644,"Guest suite",89,10,120
2047469,25500,"outer mission",37.7249145942498,-122.435155231453,"House",94,9,349
2048834,15802,"western addition",37.7780299923438,-122.440167975146,"Apartment",90,10,154
2049672,20700,"mission",37.7624960481494,-122.422602957567,"House",96,10,21
2049955,45100,"inner richmond",37.7782084951648,-122.461137571841,"House",98,10,153
2058119,20700,"mission",37.7616168649743,-122.423935957399,"Apartment",96,10,82
2063077,31100,"west of twin peaks",37.7323068424897,-122.435093560407,"House",98,10,19
2072098,22702,"potrero hill",37.7638559975914,-122.396093652068,"Apartment",96,10,27
2072133,17101,"haight ashbury",37.7658710330875,-122.443288965716,"House",93,10,13
2072177,12602,"marina",37.8060844048524,-122.440869542649,"Apartment",90,10,156
2081536,16400,"hayes valley",37.7735184593384,-122.434440522391,"Townhouse",96,10,33
2088622,25500,"outer mission",37.7247825877451,-122.43609178085,"House",95,9,313
2093695,30900,"west of twin peaks",37.7221844795749,-122.470120365166,"House",93,9,50
2096756,21700,"glen park",37.7350796865115,-122.439492681914,"House",98,10,35
2104437,11300,"chinatown",37.7954970654327,-122.411058113045,"Apartment",95,10,41
2111361,12402,"tenderloin",37.7809307051305,-122.420070704311,"Condominium",98,9,91
2112336,21500,"noe valley",37.7437198079537,-122.427570266613,"Condominium",99,10,42
2115503,47901,"outer richmond",37.7762230603026,-122.509063814691,"Guest suite",96,10,183
2119773,31202,"oceanview/merced/ingleside",37.7184688486999,-122.451812800708,"Guest suite",96,9,297
2124182,61400,"potrero hill",37.7591049892439,-122.397306734985,"Guesthouse",97,10,102
2130640,16801,"hayes valley",37.7700493549996,-122.430246429979,"Apartment",98,10,16
2134100,980200,"lincoln park",37.7838880932323,-122.50855676228,"Guesthouse",93,9,260
2134475,12800,"marina",37.7990743280359,-122.445844701215,"House",98,10,331
2139562,31000,"west of twin peaks",37.7292508423646,-122.458956594157,"House",91,9,117
2140313,11100,"nob hill",37.7929472675928,-122.416626423042,"Apartment",97,10,27
2154122,30700,"west of twin peaks",37.7364380560468,-122.456658106345,"House",99,10,16
2160504,25500,"outer mission",37.7268463422332,-122.438729680799,"House",98,10,252
2166428,17101,"haight ashbury",37.766875704668,-122.446457142863,"Apartment",95,10,141
2169208,15400,"presidio heights",37.7835303945015,-122.445193658837,"Apartment",98,9,55
2172308,13500,"pacific heights",37.7899460835041,-122.435411924885,"House",97,10,86
2175930,25100,"bernal heights",37.7468223168108,-122.405659270231,"Apartment",98,9,86
2177440,20401,"castro/upper market",37.7579129668726,-122.442729554262,"House",99,10,25
2178509,25300,"bernal heights",37.7412770612312,-122.421547305875,"House",98,10,345
2188233,61500,"financial district/south beach",37.787885111808,-122.389478426491,"Serviced apartment",80,10,1
2188308,61500,"financial district/south beach",37.7882550486386,-122.39156064758,"Serviced apartment",100,10,4
2188507,61500,"financial district/south beach",37.7872604733905,-122.390678493585,"Serviced apartment",100,10,1
2188561,22802,"mission",37.7612032746148,-122.407346423844,"House",95,9,22
2188976,17700,"mission",37.7645649296677,-122.413832266516,"House",94,9,257
2189514,12602,"marina",37.8038657088597,-122.429424498923,"Apartment",98,10,25
2189814,20600,"castro/upper market",37.762429146335,-122.430801257433,"Apartment",92,10,10
2202505,15700,"lone mountain/usf",37.7771467780566,-122.44181766841,"House",92,10,32
2203283,45200,"inner richmond",37.7798090542247,-122.468413249425,"Condominium",96,10,299
2209353,10500,"financial district/south beach",37.8032499391289,-122.404379084787,"Serviced apartment",80,10,1
2209751,16400,"hayes valley",37.7734163664454,-122.435661536256,"Condominium",99,10,155
2210105,31000,"west of twin peaks",37.7331026447056,-122.457361850246,"House",NA,NA,0
2219978,10800,"nob hill",37.7980955567231,-122.415506651312,"Apartment",100,10,9
2221057,35400,"sunset/parkside",37.7466323109711,-122.504868025043,"House",97,10,74
2223743,25402,"bernal heights",37.7372793675196,-122.415704862781,"Guest suite",92,9,169
2233416,12902,"marina",37.8015217606957,-122.431125961122,"Apartment",99,10,23
2234256,61000,"bayview hunters point",37.7117805442443,-122.387619584102,"Apartment",88,10,13
2236226,10400,"north beach",37.8009312869548,-122.404818891936,"Apartment",94,10,91
2238488,30301,"inner sunset",37.758593829319,-122.468201283218,"Apartment",99,10,40
2244652,10400,"north beach",37.7993362329172,-122.404904500631,"Apartment",88,10,93
2254431,47901,"outer richmond",37.7749467018222,-122.509211864231,"House",98,10,37
2257205,13200,"pacific heights",37.7932401847085,-122.433975642964,"Apartment",86,10,31
2262616,17601,"south of market",37.775621155761,-122.416901233967,"House",93,9,40
2272343,16500,"lone mountain/usf",37.7742248852239,-122.446283774124,"House",96,10,144
2274353,25500,"outer mission",37.7268474639275,-122.437393006234,"Apartment",95,9,211
2274540,15700,"lone mountain/usf",37.7813125957013,-122.442665211695,"Apartment",92,9,67
2277754,22903,"mission",37.7501750653087,-122.404681767185,"Condominium",98,9,83
2298930,12800,"marina",37.7981903033358,-122.442556425022,"Apartment",99,10,33
2299196,16200,"hayes valley",37.7766170070861,-122.424143625698,"Apartment",93,10,21
2302408,32601,"sunset/parkside",37.7628221373455,-122.481718762023,"Apartment",97,10,47
2304234,15200,"pacific heights",37.7887197202393,-122.431853603292,"Apartment",100,10,5
2305039,15801,"western addition",37.7793113305346,-122.435945921341,"Apartment",97,9,81
2310765,18000,"south of market",37.7804207054184,-122.397324061149,"Condominium",99,10,20
2314849,12700,"marina",37.7995316786053,-122.446634330166,"Apartment",95,10,4
2315086,15400,"presidio heights",37.7862860432709,-122.445695622657,"Apartment",98,10,257
2316478,47901,"outer richmond",37.7791181931586,-122.513064556571,"House",95,10,127
2326228,15600,"lone mountain/usf",37.78000349341,-122.454659013638,"House",97,10,29
2331166,47901,"outer richmond",37.7733384499919,-122.500904128462,"House",95,9,162
2337552,12100,"nob hill",37.7888484179767,-122.41138657229,"Condominium",100,10,1
2349483,22704,"potrero hill",37.7593509923794,-122.39867438915,"House",98,10,198
2355859,22702,"potrero hill",37.7621676237133,-122.395430496815,"Guest suite",98,10,68
2356554,25403,"bernal heights",37.7335175736588,-122.417064231328,"Guest suite",96,9,207
2362619,15700,"lone mountain/usf",37.7792033124969,-122.445844859354,"Apartment",97,9,64
2366182,11200,"nob hill",37.7940265767446,-122.415130768547,"Apartment",87,9,23
2374361,21800,"glen park",37.738836041631,-122.425608014946,"Guest suite",98,10,16
2387068,31000,"west of twin peaks",37.7264272841699,-122.461754378304,"Condominium",96,10,64
2391772,16900,"castro/upper market",37.765659700219,-122.433986583379,"Loft",87,10,55
2396847,47600,"outer richmond",37.7791510137665,-122.478573349987,"Apartment",97,9,289
2397852,47901,"outer richmond",37.7742418605677,-122.501674651737,"Guest suite",99,10,71
2400409,31100,"west of twin peaks",37.733026292082,-122.449791684287,"Guesthouse",98,10,126
2404647,21300,"noe valley",37.7480203047502,-122.435213394652,"Apartment",90,9,12
2413882,30700,"west of twin peaks",37.7349824705435,-122.449850597672,"House",91,9,13
2420887,16900,"castro/upper market",37.7660855577059,-122.435092325094,"Guest suite",100,10,1
2423948,61500,"financial district/south beach",37.7887697183575,-122.390116117899,"Serviced apartment",100,10,1
2425742,21500,"noe valley",37.7467963423189,-122.429591613982,"House",100,9,2
2432104,30900,"west of twin peaks",37.7277579789597,-122.470431738441,"House",94,9,49
2436213,31100,"west of twin peaks",37.7322703389765,-122.448197978009,"House",99,10,21
2448356,13000,"marina",37.7970579229968,-122.423922907373,"Condominium",97,10,233
2455313,25200,"bernal heights",37.7417584261888,-122.418031849017,"House",96,10,49
2455325,40200,"inner richmond",37.7850216103199,-122.465302271104,"House",96,10,189
2460904,61500,"financial district/south beach",37.7828907388265,-122.393650189197,"Condominium",93,9,39
2465543,30800,"west of twin peaks",37.7381075305026,-122.47357650049,"Guest suite",99,10,15
2469485,16300,"hayes valley",37.7754882247225,-122.430004500482,"Apartment",100,10,6
2471457,20600,"castro/upper market",37.7622268711924,-122.432808381583,"Apartment",97,10,214
2477409,15200,"pacific heights",37.7877234553132,-122.43249673673,"Apartment",90,9,6
2478558,12100,"nob hill",37.7889726748048,-122.409272465476,"Apartment",97,10,7
2482884,21500,"noe valley",37.7449708186095,-122.428763243965,"House",98,10,29
2483759,15802,"western addition",37.7768896539222,-122.439876148664,"Condominium",94,10,84
2485508,30102,"inner sunset",37.7611757314221,-122.447970045309,"Condominium",94,10,65
2486953,21200,"noe valley",37.753381891915,-122.435915980394,"House",98,10,101
2488520,17802,"south of market",37.778402476643,-122.408713177644,"Loft",99,9,93
2488837,25403,"bernal heights",37.7329057946084,-122.425688798872,"Apartment",94,9,63
2495883,17700,"mission",37.7654816362805,-122.405614602226,"Condominium",90,10,2
2496086,25600,"excelsior",37.7284139222752,-122.423137559576,"House",97,9,178
2496719,20300,"castro/upper market",37.7653784620019,-122.428244087802,"Condominium",100,10,4
2499257,15400,"presidio heights",37.7829450865449,-122.444759003559,"House",96,9,20
2500662,25402,"bernal heights",37.7386747826291,-122.412545204805,"House",90,9,4
2502368,22903,"mission",37.7497910554721,-122.408765535643,"House",98,9,67
2502543,22902,"mission",37.7497282574022,-122.409184848735,"House",90,8,16
2503408,13102,"pacific heights",37.794064496199,-122.426606273797,"Apartment",97,10,30
2509236,30900,"west of twin peaks",37.7252783876808,-122.468448895332,"House",92,10,36
2518781,25300,"bernal heights",37.7422014391167,-122.419916590869,"Apartment",98,10,334
2521327,23200,"bayview hunters point",37.732536919087,-122.388404012199,"Guest suite",87,8,23
2530808,20401,"castro/upper market",37.7580947858641,-122.442549956579,"House",95,9,39
2532756,15300,"pacific heights",37.7875288654492,-122.440181175634,"House",82,9,18
2538807,30800,"west of twin peaks",37.7429945300499,-122.466635195457,"Guest suite",96,10,197
2539953,21700,"glen park",37.7425605590624,-122.434057248166,"House",97,10,109
2545771,25403,"bernal heights",37.7345714049304,-122.411270765912,"House",100,10,15
2547844,31100,"west of twin peaks",37.7326294625801,-122.441397829149,"Apartment",92,9,19
2550991,20600,"castro/upper market",37.7571315045787,-122.431988941156,"Guest suite",91,10,32
2551994,20300,"castro/upper market",37.7631154753864,-122.431503788612,"Apartment",97,10,63
2557977,22903,"mission",37.749916276257,-122.408217317861,"Apartment",100,10,142
2559297,16400,"hayes valley",37.7750672173703,-122.440939150813,"Condominium",88,10,38
2564006,10800,"nob hill",37.794391022461,-122.415022679019,"Apartment",86,9,17
2564140,10800,"nob hill",37.7946263038419,-122.416318530796,"Apartment",87,9,20
2569250,20800,"mission",37.7563924519523,-122.420774474206,"Apartment",98,10,20
2578122,16900,"castro/upper market",37.7685219166531,-122.427871806353,"Apartment",98,10,159
2585410,20200,"mission",37.7672605569911,-122.423050161953,"Condominium",98,10,10
2592518,17802,"south of market",37.7766871636662,-122.409271021931,"House",98,9,202
2594715,31202,"oceanview/merced/ingleside",37.7213186386526,-122.449134121993,"Apartment",93,8,3
2606240,30102,"inner sunset",37.7625175223313,-122.454209711077,"House",85,10,4
2608516,25100,"bernal heights",37.7427296662835,-122.408295582016,"House",98,9,27
2611820,20800,"mission",37.7593157546763,-122.421208489988,"Apartment",94,10,16
2612741,16700,"haight ashbury",37.7702769129414,-122.434789376263,"Guest suite",98,10,112
2614717,32802,"sunset/parkside",37.7545722103778,-122.483313837296,"House",96,9,25
2620371,13101,"pacific heights",37.7939831913229,-122.425061792072,"Apartment",98,10,11
2629833,21000,"mission",37.7539202849715,-122.425021667514,"Apartment",95,10,67
2636716,13101,"pacific heights",37.7936958098822,-122.424967844636,"Apartment",80,9,21
2645189,61400,"potrero hill",37.7567333748809,-122.403041121937,"Apartment",97,9,21
2657854,10400,"north beach",37.8022936622987,-122.405133935633,"Apartment",88,10,6
2658295,12100,"nob hill",37.7900375801218,-122.409214129696,"Hotel",100,10,14
2665028,22801,"mission",37.7578191113707,-122.410812445403,"Loft",99,10,28
2677273,42602,"outer richmond",37.7859148880741,-122.476916230531,"Guest suite",97,10,96
2677288,20600,"castro/upper market",37.7616094806974,-122.43239966381,"Condominium",97,10,293
2683857,47801,"outer richmond",37.7755677008539,-122.493314363164,"House",95,9,29
2686530,20900,"mission",37.7533206837492,-122.417992852673,"Apartment",98,10,53
2702606,18000,"south of market",37.7766012342233,-122.396735590753,"Apartment",NA,NA,0
2703383,16200,"hayes valley",37.7747887524761,-122.425792018964,"Apartment",97,10,52
2706776,21700,"glen park",37.7415327230936,-122.435960622499,"House",98,10,51
2707422,20700,"mission",37.7629370816629,-122.424157740033,"Apartment",99,10,17
2710372,12800,"marina",37.7959045753761,-122.437543353759,"Townhouse",95,10,11
2723005,10900,"russian hill",37.7986306651585,-122.420548189768,"Apartment",99,10,40
2736358,17101,"haight ashbury",37.7674646515122,-122.444827205976,"House",96,10,254
2737894,20500,"castro/upper market",37.7596897072669,-122.435240655451,"Apartment",95,10,23
2738331,16600,"haight ashbury",37.7691757424747,-122.450003673624,"Apartment",92,10,121
2739477,20600,"castro/upper market",37.7563931133559,-122.433840113292,"House",98,10,143
2742151,15700,"lone mountain/usf",37.7780294617753,-122.44307797242,"Guest suite",94,9,82
2747383,35202,"sunset/parkside",37.7596625355816,-122.508495977306,"Guest suite",95,9,108
2756856,15200,"pacific heights",37.7871883249286,-122.430332754805,"Apartment",97,10,364
2770561,61400,"potrero hill",37.7572613798108,-122.393711861485,"House",94,10,130
2771128,21400,"noe valley",37.7509607171028,-122.431123438669,"Guest suite",96,10,142
2771688,20900,"mission",37.7513531028752,-122.417658840054,"Apartment",92,9,138
2783251,10200,"russian hill",37.8041577929539,-122.418708115575,"Guest suite",97,10,183
2790637,22704,"potrero hill",37.7608312850834,-122.402636144261,"House",100,10,43
2802418,47901,"outer richmond",37.7734673109791,-122.499008212377,"Apartment",95,9,235
2802480,12700,"marina",37.7999853688539,-122.444299294737,"Apartment",94,10,37
2804417,18000,"south of market",37.7805459422752,-122.397745211424,"Apartment",98,9,12
2816626,17101,"haight ashbury",37.7683587873993,-122.448116669081,"Apartment",100,10,9
2823227,22903,"mission",37.7532702351314,-122.406355915514,"Townhouse",96,10,34
2890120,25300,"bernal heights",37.7424544727857,-122.420931672217,"House",95,10,31
2893920,10400,"north beach",37.8020411429824,-122.408868124172,"Apartment",96,10,12
2904128,25200,"bernal heights",37.7408613887882,-122.413001457036,"Bungalow",99,10,14
2910483,17802,"south of market",37.7773788344932,-122.407196603587,"Condominium",100,9,5
2925557,16700,"haight ashbury",37.7715579867029,-122.436368523057,"Apartment",97,10,51
2927103,17801,"south of market",37.7800378401791,-122.40264567694,"Loft",95,8,17
2927781,17700,"mission",37.7671505625058,-122.417561925149,"Townhouse",99,9,143
2931587,61500,"financial district/south beach",37.7863753162364,-122.390249689448,"Apartment",60,6,2
2939849,20500,"castro/upper market",37.7602974199973,-122.43872738868,"Apartment",99,10,15
2944266,22803,"mission",37.7564920014652,-122.410254673527,"Apartment",98,10,9
2944843,32902,"sunset/parkside",37.7548806634313,-122.494959681421,"House",97,10,374
2948159,21700,"glen park",37.7430140740339,-122.441875625238,"Apartment",99,10,44
2949071,40200,"inner richmond",37.7857481543041,-122.470820587538,"Apartment",93,9,4
2950592,30500,"twin peaks",37.7535448267057,-122.452332047283,"House",100,9,16
2965433,10700,"chinatown",37.8001692936305,-122.412432374031,"Apartment",97,10,44
2965491,47901,"outer richmond",37.7726873787303,-122.511499989872,"House",99,10,55
2968738,20401,"castro/upper market",37.7578596989466,-122.446516749927,"Apartment",98,10,78
2970253,25100,"bernal heights",37.7446576940783,-122.409635214302,"Apartment",100,10,5
2980184,32802,"sunset/parkside",37.7517363128987,-122.477234235677,"Apartment",90,9,5
2984463,25300,"bernal heights",37.7475305773795,-122.421289777598,"House",98,10,247
3006861,17102,"haight ashbury",37.7640811696765,-122.450495899998,"Condominium",90,10,8
3013427,15700,"lone mountain/usf",37.779167600258,-122.446269349653,"Condominium",98,10,58
3015450,33100,"sunset/parkside",37.7335091310616,-122.486913273047,"House",97,9,170
3028924,22801,"mission",37.7637016003369,-122.410038872381,"House",99,9,27
3030653,20200,"mission",37.767095940316,-122.42414923159,"Guest suite",95,10,366
3031766,45100,"inner richmond",37.7785789834302,-122.463322112583,"House",91,9,19
3042811,16801,"hayes valley",37.7707989266534,-122.427130036936,"Apartment",100,10,27
3043102,35202,"sunset/parkside",37.7628293966222,-122.507495561659,"House",94,9,103
3047702,13400,"pacific heights",37.7899863632015,-122.443446439598,"House",80,10,1
3053443,16500,"lone mountain/usf",37.7752656979554,-122.444217303899,"House",100,9,3
3073393,20700,"mission",37.7625874344719,-122.4246365284,"Apartment",94,10,148
3079665,20700,"mission",37.7605800151699,-122.42540661069,"Apartment",95,10,36
3079929,20200,"mission",37.770480179325,-122.423874827316,"House",100,10,25
3081324,21800,"glen park",37.7342273771475,-122.431292977674,"House",93,9,100
3081560,21000,"mission",37.753637987199,-122.421540845234,"House",100,10,151
3082327,32700,"sunset/parkside",37.7567656119753,-122.488914175135,"House",97,9,340
3084671,20700,"mission",37.7594559187514,-122.421512994632,"Condominium",100,10,6
3102139,20600,"castro/upper market",37.7588878427396,-122.432271520049,"House",100,10,9
3105361,21100,"noe valley",37.7522927767736,-122.431245967628,"Condominium",95,10,42
3105998,22901,"mission",37.7522898070508,-122.415933942212,"Apartment",99,10,18
3112427,35202,"sunset/parkside",37.7592723890873,-122.504692885858,"Apartment",97,9,124
3114387,32602,"sunset/parkside",37.7618533247535,-122.48645506784,"Apartment",94,9,102
3116428,17000,"castro/upper market",37.7678824176111,-122.436081386561,"Condominium",96,10,21
3116974,10700,"chinatown",37.7981970790699,-122.41182672784,"Apartment",99,10,112
3122882,16500,"lone mountain/usf",37.7756696062412,-122.446076363913,"Apartment",99,10,130
3123536,25100,"bernal heights",37.7439386012142,-122.407503406058,"House",98,10,92
3133266,17102,"haight ashbury",37.7687541391587,-122.448901716995,"Apartment",98,10,59
3133434,17102,"haight ashbury",37.7685557361694,-122.448606079619,"Apartment",99,10,19
3157463,42800,"seacliff",37.7861102433454,-122.482342664798,"House",99,10,17
3157541,20500,"castro/upper market",37.759504148177,-122.438766800709,"Apartment",96,10,131
3163839,25401,"bernal heights",37.7384339391085,-122.419977677311,"House",100,10,4
3168359,47901,"outer richmond",37.7793190379644,-122.509635223139,"Guest suite",96,10,220
3175769,12800,"marina",37.796903742498,-122.444030658362,"House",100,10,5
3176619,10300,"russian hill",37.7994136531721,-122.415072226678,"Condominium",100,10,12
3182798,10100,"north beach",37.8073832418761,-122.409444252705,"Boat",96,10,103
3183280,60700,"mission bay",37.7763077051114,-122.395055846343,"Loft",99,10,35
3191842,60700,"mission bay",37.7755900643547,-122.394400078237,"Serviced apartment",93,10,3
3200340,22903,"mission",37.7517945332355,-122.408200395336,"Loft",93,9,24
3200431,15700,"lone mountain/usf",37.7770264113105,-122.445405410715,"Condominium",96,10,14
3201044,20402,"twin peaks",37.7467936043563,-122.44761657897,"House",97,9,23
3205059,22702,"potrero hill",37.7605020607998,-122.393552978843,"Apartment",96,10,98
3218306,20401,"castro/upper market",37.7590238052898,-122.444089290159,"Apartment",98,10,171
3219450,20700,"mission",37.7553238726465,-122.424947440754,"Apartment",NA,NA,0
3221082,31100,"west of twin peaks",37.7327331141571,-122.439920303181,"Apartment",95,10,72
3225725,61400,"potrero hill",37.7535634369528,-122.400453392317,"Apartment",88,8,10
3230459,21500,"noe valley",37.7424741515903,-122.424991318231,"Apartment",93,10,112
3240016,16700,"haight ashbury",37.7694724187503,-122.437704153025,"Apartment",97,10,159
3250486,20200,"mission",37.764489739584,-122.424592435295,"Condominium",98,10,62
3257886,35100,"sunset/parkside",37.7639088974673,-122.497786817257,"Guest suite",95,10,404
3257979,30400,"west of twin peaks",37.7484387669738,-122.469579369768,"House",96,9,204
3261876,17802,"south of market",37.7762463444854,-122.408668637733,"Apartment",96,9,104
3262216,25500,"outer mission",37.731535537662,-122.435149846546,"House",100,9,5
3262842,40200,"inner richmond",37.7817324073213,-122.465326831887,"Other",91,9,16
3263219,25403,"bernal heights",37.7350966863997,-122.421407069787,"House",99,10,27
3271517,16801,"hayes valley",37.7708054191694,-122.430177561844,"House",98,10,200
3277849,32902,"sunset/parkside",37.7542907450349,-122.490517699983,"House",95,9,168
3280443,13101,"pacific heights",37.7959480466749,-122.424118108442,"Condominium",100,10,6
3283447,16801,"hayes valley",37.7728314568341,-122.429882029196,"Loft",97,10,201
3284042,31100,"west of twin peaks",37.7329139130542,-122.443842660888,"House",98,10,20
3290706,30500,"twin peaks",37.7517748006285,-122.45083956487,"Apartment",98,9,103
3291691,16700,"haight ashbury",37.7701633081508,-122.43553240209,"Apartment",100,10,4
3292643,35201,"sunset/parkside",37.7570444003738,-122.508183078033,"Apartment",99,10,19
3293492,25200,"bernal heights",37.7418250057182,-122.41713395879,"Apartment",92,10,17
3309722,21800,"glen park",37.7388054054331,-122.425213825179,"Guest suite",98,10,313
3311711,17700,"mission",37.7687898429403,-122.417432029561,"Apartment",98,9,323
3325741,20402,"twin peaks",37.7552515696224,-122.439947191627,"House",96,10,377
3326640,21000,"mission",37.7509680946154,-122.422360858356,"Apartment",100,10,4
3333870,17101,"haight ashbury",37.7635082896889,-122.445844768443,"House",100,10,162
3333937,11901,"nob hill",37.7911673918264,-122.414262286084,"Apartment",98,9,8
3343629,20500,"castro/upper market",37.757205746507,-122.437319210872,"House",92,10,5
3344631,20900,"mission",37.7515348011921,-122.417821426066,"Apartment",91,9,134
3354004,11300,"chinatown",37.7957682317348,-122.411413124994,"Apartment",93,10,33
3354928,15200,"pacific heights",37.7887637092793,-122.429896268983,"Condominium",90,10,104
3355334,17601,"south of market",37.776189982171,-122.414065176595,"Serviced apartment",100,10,26
3376512,25200,"bernal heights",37.7417214802139,-122.411071120654,"House",97,9,39
3376895,25401,"bernal heights",37.7363147632338,-122.422350604768,"House",95,9,212
3377936,22902,"mission",37.7491108337852,-122.411153140114,"Condominium",98,9,26
3384413,20800,"mission",37.7601096115904,-122.418526201336,"Condominium",96,10,74
3385880,20200,"mission",37.7695222673176,-122.422893382274,"Apartment",93,9,13
